date,Blount,Cannon,Carroll,Clay,Cocke,Grainger,Hardeman,Hawkins,Haywood,Hickman,Johnson,Lauderdale,Lincoln,Loudon,Marshall,McNairy,Monroe,Perry,Polk,Putnam,Scott,Shelby,Stewart,Union,Van Buren,Wayne,Anderson,Bradley,Chester,Cumberland,DeKalb,Decatur,Dickson,Fayette,Fentress,Gibson,Grundy,Hamblen,Hamilton,Houston,Humphreys,Jackson,Jefferson,Lake,Lawrence,Macon,Madison,McMinn,Morgan,Overton,Rhea,Roane,Rutherford,Sequatchie,Smith,Sullivan,Tipton,Warren,Washington,Campbell,Cheatham,Coffee,Davidson,Franklin,Giles,Hancock,Hardin,Knox,Montgomery,Robertson,Sevier,Sumner,Trousdale,Unicoi,Unknown,White,Williamson,Wilson,Crockett,Greene,Henry,Weakley,Bedford,Benton,Carter,Claiborne,Dyer,Henderson,Lewis,Marion,Maury,Meigs,Moore,Obion,Pickett,Bledsoe
06/26/2020,152,25,36,13,42,27,273,46,59,69,30,87,52,244,54,50,116,28,36,726,14,8988,19,11,6,71,89,430,16,159,47,17,156,233,15,84,59,170,2356,10,19,22,85,691,104,280,210,201,23,50,259,42,2337,24,62,79,584,50,118,29,190,103,8876,70,45,3,82,834,434,742,536,1296,1473,53,0,60,912,708,27,68,38,48,463,12,48,19,184,28,5,56,267,32,5,79,6,616
06/27/2020,156,25,38,13,48,28,276,45,62,69,34,99,52,248,60,52,118,29,38,735,14,9139,19,11,6,74,90,444,19,159,47,18,159,244,16,90,59,181,2423,10,20,22,91,691,113,293,228,203,23,51,262,43,2362,24,67,83,593,55,121,31,194,103,9226,73,45,3,89,878,438,751,549,1318,1476,53,0,61,945,725,28,74,40,49,482,12,49,21,192,31,5,57,276,32,6,87,6,616
06/28/2020,156,25,38,13,48,28,276,45,62,69,34,99,52,248,60,52,118,29,38,735,14,9139,19,11,6,74,90,444,19,159,47,18,159,244,16,90,59,181,2423,10,20,22,91,691,113,293,228,203,23,51,262,43,2362,24,67,83,593,55,121,31,194,103,9348,73,45,3,89,888,438,751,549,1318,1476,53,0,61,945,725,28,74,40,49,482,12,49,21,192,31,5,57,276,32,6,87,6,616
06/29/2020,162,26,39,14,51,32,287,49,67,70,35,111,53,254,67,56,118,30,41,773,14,9671,20,12,7,75,97,493,21,165,50,19,168,263,17,97,59,204,2469,12,20,23,99,691,116,361,233,212,23,55,266,43,2450,24,79,87,605,58,128,31,195,105,9348,73,50,3,89,947,464,768,588,1371,1482,53,17,63,1001,762,30,81,42,56,502,12,52,24,206,31,5,61,282,32,6,93,6,616
06/30/2020,173,27,39,16,58,35,299,51,71,70,36,119,56,261,71,58,132,31,41,783,14,10028,21,12,7,77,102,550,23,168,52,21,175,273,17,100,58,220,2525,12,22,26,102,690,124,394,247,210,24,56,269,44,2528,24,90,89,607,62,131,36,202,108,9805,75,50,3,93,967,479,776,608,1417,1485,54,0,63,1013,779,31,85,42,60,513,12,54,25,214,32,6,64,287,32,7,94,6,617
07/01/2020,188,31,39,16,70,37,304,51,74,72,37,120,59,265,73,62,135,32,41,805,15,10344,21,13,7,77,104,580,23,173,54,21,180,292,18,106,58,263,2643,12,23,26,107,690,133,409,255,216,24,57,272,46,2648,28,96,91,611,65,134,39,214,109,10148,80,50,3,100,1006,493,792,657,1469,1489,54,0,64,1090,829,31,85,42,61,520,12,56,28,225,35,7,67,297,32,8,98,6,618
07/02/2020,205,34,40,16,76,39,314,55,81,73,38,136,58,271,74,64,136,31,41,814,15,10765,21,15,7,80,105,604,26,174,57,21,194,301,19,110,58,296,2704,13,26,26,121,690,143,421,264,218,24,58,274,50,2733,29,103,101,620,69,134,41,220,115,10756,82,55,3,103,1075,513,801,733,1507,1490,55,0,65,1148,859,32,86,42,62,520,12,56,32,232,39,7,67,311,32,10,106,6,618
07/03/2020,212,36,44,16,90,40,325,57,92,80,39,139,61,277,81,68,137,33,44,853,18,11145,23,16,8,82,116,662,30,178,60,22,201,310,22,121,59,314,2782,14,27,26,125,691,152,436,280,227,25,59,276,59,2854,33,111,108,633,72,142,44,225,117,11114,82,56,3,104,1121,534,815,768,1559,1494,55,0,70,1226,891,34,95,45,63,545,13,56,41,240,44,6,71,326,33,12,113,6,618
07/04/2020,218,36,48,16,91,42,329,56,91,80,44,143,63,280,89,69,138,34,45,882,17,11560,23,18,8,82,134,674,34,180,66,22,206,312,22,128,59,317,2818,15,27,26,127,691,157,452,291,232,25,61,278,61,2919,38,116,116,637,73,149,48,225,117,11441,84,58,4,109,1216,549,826,790,1593,1496,55,0,70,1268,910,35,101,44,63,559,13,57,44,248,45,6,70,342,32,12,112,6,619
07/05/2020,227,37,47,17,94,42,343,57,92,80,44,145,64,287,91,73,140,34,45,883,17,11829,23,18,8,86,142,707,34,181,67,22,209,317,22,129,62,340,2871,15,28,27,136,692,163,465,299,237,27,62,286,62,2987,42,120,117,645,76,165,48,230,119,11769,87,60,6,108,1234,554,834,804,1610,1498,55,0,70,1313,941,38,103,44,64,570,13,59,45,251,46,6,73,354,32,12,112,6,620
07/06/2020,229,37,48,18,94,41,352,62,93,80,44,151,65,288,92,76,141,34,46,906,17,12019,23,19,7,88,144,745,35,183,68,22,212,323,23,129,61,343,2909,15,29,29,137,694,164,487,305,239,27,63,285,62,3040,41,122,121,649,78,174,51,232,120,12203,88,62,6,109,1326,567,839,830,1636,1498,55,0,73,1340,963,40,114,45,64,570,13,65,48,254,48,6,74,357,32,13,113,6,621
07/07/2020,262,37,49,19,105,47,357,64,96,88,45,154,68,293,98,76,140,35,46,919,18,12176,24,19,7,89,143,773,37,188,70,22,219,328,24,133,63,374,2982,15,35,30,147,694,172,500,318,243,28,65,289,64,3111,42,124,141,653,81,182,54,236,125,12352,90,70,8,115,1396,587,855,857,1670,1503,55,0,76,1420,999,40,117,45,66,584,13,70,53,261,48,6,79,379,32,15,117,6,623
07/08/2020,272,41,49,18,116,48,374,66,108,95,44,164,78,302,101,84,141,35,48,926,21,12549,25,19,7,90,166,874,48,193,70,24,231,344,25,147,65,397,3076,16,35,33,148,696,192,511,339,255,29,67,293,71,3234,42,136,159,662,100,197,62,243,132,12752,101,77,9,119,1450,620,875,857,1727,1503,56,185,77,1515,1060,44,122,47,67,589,13,75,59,270,56,7,87,406,34,17,117,6,624
07/09/2020,280,45,51,18,126,50,381,79,111,98,44,172,80,308,104,91,146,35,51,989,22,12842,26,20,7,99,178,889,53,196,76,28,243,346,25,158,65,422,3180,19,38,41,157,697,202,546,340,257,29,68,294,75,3326,43,139,178,674,106,212,65,252,134,13440,104,80,10,120,1521,658,882,863,1802,1505,56,0,80,1591,1099,48,123,48,69,595,15,77,61,274,62,10,90,420,35,17,118,7,625
07/10/2020,306,46,52,18,130,55,400,83,113,101,45,175,84,320,108,100,152,37,55,1002,26,13135,27,22,9,110,189,925,59,200,82,28,251,357,27,166,65,447,3255,20,39,46,164,696,227,568,347,270,30,70,303,80,3428,45,148,189,692,120,235,67,264,137,13802,110,89,11,125,1569,712,901,884,1874,1506,56,0,81,1670,1130,49,138,50,69,598,15,87,68,280,65,10,91,431,37,17,118,7,627
