date,Ascension,Assumption,Cameron,Catahoula,East Feliciana,Jefferson,Jefferson Davis,Madison,Natchitoches,Orleans,Rapides,Red River,St. Bernard,Tensas,Vermilion,Vernon,Washington,West Carroll,West Feliciana,Allen,Avoyelles,Bossier,Caldwell,Concordia,Iberia,Lafayette,Lafourche,Morehouse,Richland,Sabine,St. Helena,St. James,St. Landry,St. Mary,Terrebonne,Webster,Calcasieu,Claiborne,De Soto,East Carroll,Grant,LaSalle,Ouachita,Pointe Coupee,St. Tammany,Union,West Baton Rouge,Beauregard,Bienville,Caddo,East Baton Rouge,Evangeline,Franklin,Iberville,Jackson,Lincoln,Livingston,Plaquemines,St. Charles,St. John the Baptist,St. Martin,Tangipahoa,Unknown,Winn,Acadia
01/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/06/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/07/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/06/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/07/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/10/2020,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/11/2020,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/12/2020,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/13/2020,0,0,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
03/14/2020,0,0,0,0,0,11,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
03/15/2020,0,0,0,0,0,14,0,0,0,75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
03/16/2020,1,0,0,0,0,21,0,0,0,95,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
03/17/2020,1,0,0,0,0,35,0,0,0,136,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0
03/18/2020,1,0,0,0,0,45,0,0,0,196,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,3,0,0,0,0,0,0,0,3,2,0,0,2,0,0
03/19/2020,2,1,0,0,0,69,0,0,0,252,0,0,4,0,0,0,2,0,0,0,0,4,0,0,1,3,4,0,0,0,0,1,2,0,4,1,1,0,0,0,0,0,0,0,10,0,2,0,0,10,6,0,0,1,0,0,1,1,4,3,0,0,3,0,0
03/20/2020,3,1,0,1,0,104,0,0,0,329,2,0,5,0,0,0,2,0,0,0,0,5,0,0,2,6,5,0,0,0,0,1,2,0,7,1,3,0,2,0,0,0,0,0,12,0,3,0,0,12,7,0,0,1,0,0,1,1,7,6,0,1,5,0,0
03/21/2020,12,1,0,1,0,166,0,0,0,418,2,0,12,0,0,0,2,0,0,0,1,5,0,0,3,6,11,0,0,0,0,1,3,1,11,1,4,1,2,0,0,0,2,0,22,0,3,1,1,15,18,2,0,1,0,0,2,4,7,9,0,3,9,0,0
03/22/2020,17,1,0,1,0,184,0,0,0,451,3,0,13,0,0,0,2,0,0,0,1,5,0,0,3,6,12,0,0,0,0,1,3,1,12,1,4,1,2,0,0,0,4,0,25,0,3,1,1,16,20,2,0,1,0,0,2,5,8,10,0,3,11,0,1
03/23/2020,26,1,0,1,0,252,0,0,2,567,8,0,15,0,0,0,2,0,0,2,2,12,0,0,4,11,15,0,1,0,0,8,3,1,14,3,4,2,5,0,1,0,7,0,47,0,4,1,1,34,43,2,0,8,0,2,5,8,15,16,1,3,12,0,1
03/24/2020,36,2,0,1,0,293,0,0,2,675,10,0,19,0,0,2,3,0,0,2,3,12,0,0,4,12,16,0,1,0,0,9,3,2,14,3,5,2,6,0,1,0,7,0,52,0,5,2,1,40,58,2,0,14,0,2,6,8,15,21,1,4,10,0,2
03/25/2020,65,2,0,1,0,359,1,0,2,827,14,0,23,0,0,2,4,0,0,2,5,25,0,0,4,20,18,1,1,0,0,14,4,5,15,5,11,2,8,0,1,0,10,0,67,2,7,3,1,93,75,2,0,14,1,2,6,9,17,27,1,5,9,1,2
03/26/2020,91,5,0,1,4,458,1,1,2,997,25,0,28,0,1,2,6,0,0,5,7,32,0,0,4,30,28,3,1,0,0,29,5,5,21,8,15,2,11,0,1,1,19,1,89,2,8,3,1,115,105,2,0,17,1,3,11,13,22,38,2,7,12,1,3
03/27/2020,90,8,0,1,5,548,1,1,2,1170,26,0,31,0,2,2,8,0,1,5,10,37,0,0,4,44,30,2,2,0,0,40,10,6,23,9,22,3,13,0,1,1,25,1,111,4,11,4,1,140,124,4,0,20,3,7,11,16,23,41,10,7,16,1,8
03/28/2020,107,8,0,1,6,744,1,1,2,1298,37,0,43,0,3,2,10,0,4,7,12,45,0,0,9,48,34,2,2,0,0,48,10,7,26,9,28,4,21,1,1,2,34,2,134,7,12,4,3,189,153,4,4,21,2,6,12,19,30,54,13,10,9,1,9
03/29/2020,139,14,0,1,8,761,2,1,2,1350,41,1,45,0,2,2,12,0,4,9,13,56,0,0,11,50,36,2,2,1,0,55,10,7,29,9,35,4,25,1,2,2,41,2,138,9,12,4,3,219,164,4,4,22,2,7,15,20,31,57,13,10,8,1,9
03/30/2020,153,17,0,3,8,838,3,1,2,1480,44,1,53,0,3,3,22,0,4,11,14,57,0,0,18,82,51,2,2,1,0,65,15,10,34,11,42,4,28,1,2,2,44,2,186,9,12,5,5,222,188,8,5,28,2,8,16,22,36,75,20,18,14,1,11
03/31/2020,161,20,0,3,9,1193,5,1,2,1834,58,1,71,0,8,3,28,0,4,15,19,63,0,3,36,118,74,2,2,2,1,77,31,22,40,17,65,8,30,1,2,2,57,7,220,9,13,5,6,242,228,10,5,35,3,12,23,37,71,104,32,25,22,1,39
04/01/2020,189,25,0,3,10,1433,9,1,2,2270,69,1,94,0,10,6,39,0,8,19,31,75,0,5,49,159,105,2,3,3,1,86,45,26,55,17,90,10,39,1,3,2,80,7,270,11,14,8,6,298,244,11,5,36,4,13,25,47,82,118,41,33,28,1,47
04/02/2020,201,31,0,5,14,2178,13,1,4,3148,77,1,181,0,16,7,50,0,10,26,34,87,1,8,67,247,158,4,4,4,1,110,56,42,97,19,108,11,42,1,5,2,94,12,399,13,19,10,8,336,325,16,5,69,4,13,33,68,180,274,58,42,40,2,61
04/03/2020,222,33,0,6,19,2495,14,1,6,3476,81,2,196,0,18,8,57,0,11,34,37,95,1,10,78,276,185,7,4,4,1,116,68,47,102,23,119,18,46,1,5,2,114,13,435,17,23,13,9,377,389,18,10,81,4,17,40,75,210,290,69,55,42,2,72
04/04/2020,284,56,0,9,22,3008,9,1,15,3966,97,2,239,0,15,11,75,0,18,39,36,126,3,5,68,229,217,9,9,4,4,150,45,65,143,42,135,20,71,1,9,4,176,16,532,19,40,15,10,598,621,19,19,119,1,17,64,86,252,338,64,131,35,2,65
04/05/2020,286,59,0,9,27,3088,13,1,14,4066,100,2,242,0,16,10,81,0,19,40,37,133,10,5,69,247,228,10,10,5,5,155,47,67,148,49,139,23,80,1,8,4,182,17,560,19,40,19,12,647,656,19,25,122,1,18,67,92,260,345,77,171,35,2,75
04/06/2020,347,77,0,12,39,3530,21,1,22,4565,110,2,267,0,17,10,92,1,30,52,40,139,11,9,83,260,305,15,11,7,8,167,52,73,182,51,159,30,82,1,10,6,230,24,637,26,45,23,14,711,816,23,28,136,4,19,79,100,285,366,90,186,48,2,79
04/07/2020,358,84,1,13,39,3922,25,2,24,4942,129,2,289,0,19,11,100,1,31,58,45,146,13,11,89,272,322,20,13,7,10,176,60,76,194,50,186,30,89,1,10,6,264,26,700,33,52,23,17,756,892,23,28,160,5,22,94,115,310,415,101,238,49,3,82
04/08/2020,366,89,1,14,39,4092,28,2,25,5070,135,3,304,0,22,11,106,1,32,65,48,159,14,12,97,285,355,23,13,7,10,181,86,81,209,51,191,33,91,1,10,8,275,27,733,35,54,23,17,803,935,25,30,171,5,24,99,123,328,432,112,269,49,5,86
04/09/2020,370,94,1,17,59,4480,30,2,27,5242,148,5,325,0,22,11,119,1,38,66,56,171,18,13,108,303,393,24,16,8,11,191,90,89,233,55,209,38,101,1,10,9,300,32,777,39,57,26,24,906,1000,31,37,187,7,28,103,129,362,477,127,283,51,7,89
04/10/2020,397,105,1,18,65,4678,32,2,33,5416,156,7,343,0,22,13,136,3,41,67,56,175,18,16,121,330,426,27,18,8,11,194,103,100,244,57,228,40,107,1,11,9,326,38,825,41,61,27,27,950,1088,35,40,198,8,33,107,130,376,507,140,305,54,8,94
04/11/2020,415,109,2,20,67,4877,35,2,33,5535,159,9,358,1,24,14,142,4,45,71,61,178,18,17,128,337,454,31,19,8,13,197,109,105,248,60,248,41,114,1,11,10,350,40,845,45,66,27,30,974,1158,34,47,214,8,37,109,136,401,538,146,318,54,9,98
04/12/2020,428,116,2,21,71,4990,44,2,41,5600,165,11,361,1,26,14,147,4,46,73,61,186,18,18,136,354,468,31,19,9,13,204,113,113,255,62,259,41,124,1,11,11,367,43,864,47,68,27,33,1018,1223,36,48,232,8,39,120,137,404,545,157,344,54,12,99
04/13/2020,432,120,2,21,73,5088,47,2,41,5651,168,12,369,1,26,14,156,4,46,74,64,188,18,19,142,360,481,32,20,9,14,207,114,127,260,65,268,41,125,1,12,13,384,47,881,48,72,28,37,1033,1273,38,49,241,8,39,122,140,410,556,162,352,56,12,101
