date,Athens,Belmont,Butler,Carroll,Champaign,Clermont,Clinton,Columbiana,Crawford,Erie,Hardin,Harrison,Hocking,Knox,Lawrence,Lorain,Preble,Summit,Vinton,Washington,Wayne,Williams,Wood,Ashland,Cuyahoga,Delaware,Franklin,Fulton,Gallia,Henry,Licking,Lucas,Medina,Monroe,Montgomery,Morgan,Perry,Pickaway,Pike,Richland,Ross,Scioto,Trumbull,Van Wert,Ashtabula,Brown,Clark,Coshocton,Defiance,Fairfield,Hancock,Highland,Huron,Jackson,Jefferson,Madison,Mahoning,Marion,Ottawa,Paulding,Sandusky,Shelby,Adams,Auglaize,Darke,Fayette,Geauga,Greene,Guernsey,Hamilton,Holmes,Lake,Logan,Meigs,Mercer,Miami,Muskingum,Portage,Putnam,Seneca,Stark,Tuscarawas,Union,Unknown,Warren,Noble,Wyandot,Morrow,Allen
06/26/2020,29,519,1322,46,37,307,56,1087,127,223,108,12,76,37,55,901,57,1863,22,122,346,62,350,45,6287,458,8511,56,10,24,358,2538,451,85,1527,7,26,2157,20,300,96,31,788,21,412,51,712,66,43,448,69,42,147,17,76,181,1695,2717,126,22,114,55,20,96,231,45,378,189,51,4491,176,393,52,10,265,418,72,395,109,31,990,462,74,0,698,7,57,111,264
06/27/2020,30,521,1350,47,37,319,56,1093,129,225,111,12,76,38,57,912,57,1884,22,122,348,63,354,45,6429,461,8694,56,10,26,371,2549,460,85,1553,7,26,2162,20,306,97,33,800,21,412,52,722,67,44,458,71,43,153,17,76,182,1705,2719,127,22,114,55,20,96,233,45,379,193,51,4661,184,405,54,11,265,421,73,400,110,31,1008,475,76,0,708,8,57,113,265
06/28/2020,30,523,1371,48,37,327,60,1197,130,225,111,12,76,38,59,925,59,1896,22,122,350,63,363,46,6571,471,8840,57,10,27,381,2567,464,85,1603,7,26,2164,20,310,100,34,809,21,415,53,727,70,45,470,69,43,159,17,76,184,1720,2721,127,22,115,56,20,98,233,45,382,194,58,4794,190,415,56,11,266,425,74,407,112,31,1016,486,77,0,725,9,57,113,269
06/29/2020,32,524,1388,50,37,336,60,1202,132,226,111,12,76,38,60,937,60,1920,22,124,352,63,368,51,6694,482,8982,57,11,28,396,2584,469,85,1646,7,28,2169,20,312,105,34,824,23,419,53,728,75,45,476,72,42,165,17,76,185,1736,2724,127,22,120,58,21,98,233,46,383,201,59,4922,197,422,56,11,266,431,73,409,113,32,1026,498,77,0,731,9,57,114,284
06/30/2020,33,528,1405,51,37,347,61,1205,135,228,111,12,76,39,63,947,62,1953,22,124,353,65,376,53,6831,494,9148,57,14,29,404,2600,480,85,1704,9,30,2170,20,314,107,35,834,24,420,52,729,76,45,481,76,42,170,17,76,187,1741,2726,129,23,122,58,21,99,234,46,387,208,59,5010,202,433,58,11,270,437,73,412,113,33,1042,507,77,0,738,9,58,114,293
07/01/2020,37,534,1448,51,38,356,62,1209,135,229,113,12,76,39,65,962,66,1969,22,127,354,65,384,55,7013,518,9338,57,14,29,416,2628,491,86,1784,9,30,2176,20,318,109,36,863,27,421,53,739,81,48,503,76,43,177,17,80,188,1752,2731,130,23,122,59,21,99,236,46,390,222,60,5224,204,443,58,11,272,442,73,418,115,33,1052,515,80,0,757,11,58,115,297
07/02/2020,37,534,1448,51,38,356,62,1209,135,229,113,12,76,39,65,962,66,1969,22,127,354,65,384,55,7013,518,9338,57,14,29,416,2628,491,86,1784,9,30,2176,20,318,109,36,863,27,421,53,739,81,48,503,76,43,177,17,80,188,1752,2731,130,23,122,59,21,99,236,46,390,222,60,5224,204,443,58,11,272,442,73,418,115,33,1052,515,80,1301,757,11,58,115,297
07/03/2020,43,543,1511,58,39,390,66,1288,134,234,120,12,78,45,67,983,70,2079,22,130,359,68,404,58,7392,541,9825,61,14,29,442,2669,506,88,1918,11,32,2184,22,325,113,38,916,32,425,54,761,90,49,529,78,44,199,18,83,192,1805,2730,139,23,126,64,22,104,245,46,399,244,67,5605,220,480,58,11,278,455,76,428,126,33,1079,529,80,0,814,11,58,116,305
07/04/2020,49,544,1547,58,39,394,68,1295,135,236,120,12,78,48,68,997,73,2110,22,131,360,69,412,58,7571,553,10023,61,16,29,466,2700,508,88,1931,11,32,2188,23,332,118,38,925,34,431,56,765,94,50,543,78,44,211,22,87,193,1818,2730,143,23,127,65,23,106,246,46,400,248,68,5770,226,492,58,12,280,455,81,432,127,33,1091,541,82,0,823,11,58,116,308
07/05/2020,56,546,1576,59,40,400,68,1303,135,242,123,12,78,51,70,1021,73,2131,22,132,362,70,421,59,7724,568,10271,61,17,29,477,2723,516,89,1981,11,34,2191,23,337,124,38,939,35,433,56,765,97,50,559,78,45,215,23,87,195,1825,2732,143,23,134,68,22,106,248,46,405,251,70,5924,231,497,62,12,281,463,83,440,128,33,1107,552,85,0,839,11,58,116,315
07/06/2020,59,549,1599,59,40,414,68,1307,135,244,123,12,78,51,71,1035,73,2143,22,135,363,71,428,59,7883,582,10410,61,18,30,493,2752,523,89,2034,11,35,2197,23,345,127,41,967,35,435,57,766,111,51,572,79,45,220,23,88,197,1832,2734,149,25,136,68,24,107,251,46,407,258,74,6019,236,500,62,12,282,466,83,442,128,34,1123,567,86,0,860,11,59,116,321
07/07/2020,63,554,1637,59,41,422,68,1306,136,246,123,12,78,52,72,1051,78,2175,22,135,363,72,436,60,8048,588,10587,62,18,30,496,2788,536,89,2134,11,35,2201,24,347,130,45,974,38,436,58,772,127,51,585,79,45,223,24,91,199,1849,2734,150,26,137,69,24,107,253,46,408,276,74,6158,239,508,64,12,287,472,86,449,129,34,1133,568,89,0,881,11,59,117,323
07/08/2020,79,555,1674,60,44,431,68,1309,136,250,123,12,79,53,74,1064,80,2241,22,140,365,72,452,62,8277,617,10879,63,20,32,520,2836,543,89,2201,11,37,2205,24,351,132,54,997,42,437,59,780,130,53,605,83,46,228,26,92,202,1861,2736,160,26,138,70,24,107,253,48,414,287,76,6287,245,529,65,12,290,475,89,461,132,35,1156,585,92,0,895,11,60,118,328
07/09/2020,91,558,1721,60,46,436,70,1324,137,260,123,12,79,53,79,1073,81,2269,22,142,367,72,461,62,8518,645,11122,65,20,32,536,2859,548,89,2283,11,40,2206,27,359,136,56,1014,43,438,59,784,132,54,614,84,47,234,27,95,206,1885,2737,161,27,142,72,24,109,253,51,415,300,76,6396,252,551,66,12,294,486,92,477,133,36,1171,590,92,1150,918,13,61,120,338
07/10/2020,111,567,1767,64,51,453,79,1350,138,267,123,12,80,53,82,1097,82,2299,23,144,372,74,474,63,8786,675,11433,66,20,33,560,2889,566,89,2378,12,41,2216,27,363,139,65,1032,45,445,60,793,141,53,643,85,49,238,27,105,213,1907,2740,166,28,157,74,25,109,253,55,425,322,79,6563,257,570,68,12,295,503,96,487,134,40,1196,601,93,0,945,13,62,121,348
